Czas [s],P1[kPa],P2[[kPa],T[C],F[m^3/h],CV[%],X[%],PV[%]
2171,644.9328,344.5665,96.54457,366.1783,34.52992,33.55311,50.03663
2172,641.514,351.4042,96.52015,366.5446,34.09035,33.57753,49.32845
2173,646.1538,349.2063,96.54457,366.4225,33.65079,33.60195,49.45055
2174,637.6068,356.7766,96.52015,366.5446,33.69963,33.21123,49.18193
2175,638.8278,360.928,96.49573,368.4982,33.43101,32.52747,49.45055
2176,632.7228,356.7766,96.49573,371.3065,33.57753,32.84493,49.10867
2177,633.2112,365.0794,96.52015,372.8938,33.13797,32.52747,49.23077
2178,632.7228,357.5092,96.49573,374.4811,34.09035,32.25885,49.69475
2179,631.5018,357.7534,96.49573,375.2137,34.23687,32.21001,49.96337
2180,645.9096,346.2759,96.54457,373.3822,35.14042,33.38217,50.32967
2181,651.7705,340.9035,96.49573,368.0098,34.79854,34.23687,49.91453
2182,648.3516,341.6361,96.49573,362.8816,34.96948,34.45665,50.03663
2183,649.8169,346.0317,96.49573,362.0269,34.23687,34.5055,49.67033
2184,641.2698,346.0317,96.49573,362.8816,34.7497,33.60195,50.06105
2185,640.5372,345.7875,96.49573,365.3236,34.45665,33.69963,49.74359
2186,647.3748,348.9621,96.52015,365.4457,34.31013,33.57753,50.03663
2187,647.619,348.4737,96.52015,365.2015,34.48107,33.77289,49.96337
2188,645.177,349.939,96.52015,365.2015,34.65202,33.87057,50.08547
2189,643.2234,353.8462,96.49573,365.3236,34.65202,33.60195,49.84127
2190,648.5958,341.6361,96.54457,365.3236,33.89499,33.84615,49.64591
2191,649.5727,339.4383,96.47131,364.4689,34.45665,33.99267,49.76801
2192,642.9792,346.7643,96.52015,363.6142,34.23687,33.69963,49.81685
2193,641.7582,350.4274,96.52015,364.8352,35.28694,33.35775,50.37851
2194,645.4212,344.0781,96.49573,366.3004,35.2381,33.18681,50.25641
2195,653.7241,340.1709,96.52015,365.5678,35.4823,34.21245,50.42735
2196,652.2589,334.0659,96.49573,361.2943,34.79854,34.57876,49.69475
2197,656.6545,341.3919,96.52015,358.6081,34.70086,34.72528,49.91453
2198,648.84,342.1245,96.49573,358.486,34.35897,34.43223,49.57265
2199,640.5372,352.381,96.49573,362.5153,34.55434,33.55311,50.10989
2200,642.0024,351.16,96.49573,364.9573,34.70086,33.67521,49.96337
2201,648.1074,348.2295,96.49573,365.2015,34.89622,34.21245,50.15873
2202,654.2125,343.1013,96.52015,364.7131,34.7497,34.57876,49.81685
2203,649.5727,342.6129,96.52015,362.5153,34.11477,34.09035,49.74359
2204,649.0842,351.8926,96.52015,361.7827,34.84738,34.06593,49.91453
2205,647.1306,347.0085,96.52015,362.0269,34.52992,33.62637,49.84127
2206,644.2002,342.8571,96.47131,363.0037,34.70086,33.94383,49.62149
2207,644.2002,342.8571,96.52015,363.0037,33.35775,33.91941,48.91331
2208,647.619,342.6129,96.52015,363.0037,33.65079,33.67521,49.18193
2209,643.2234,353.3578,96.49573,363.1258,33.65079,34.06593,49.03541
2210,633.2112,354.5788,96.52015,366.9109,34.04151,33.38217,49.54823
2211,639.3162,357.265,96.54457,370.5739,33.60195,32.94261,48.93773
2212,633.6996,356.044,96.49573,371.4286,33.33333,32.96703,49.18193
2213,635.1648,353.3578,96.52015,371.5507,33.94383,32.62515,49.47497
2214,631.9902,348.2295,96.47131,371.5507,34.55434,32.47863,50.10989
2215,649.3284,340.9035,96.52015,370.8181,35.14042,33.26007,49.93895
2216,650.3053,336.9963,96.49573,365.5678,34.45665,34.6276,49.57265
2217,653.9683,338.2173,96.52015,361.6606,33.99267,34.21245,49.25519
2218,644.6886,343.3455,96.47131,361.2943,32.99145,33.91941,48.81563
2219,634.4322,354.5788,96.52015,365.2015,33.62637,33.45543,49.27961
2220,632.7228,351.16,96.49573,369.8413,33.65079,32.57631,49.49939
2221,634.188,358.7302,96.49573,371.3065,35.116,32.82051,50.35409
2222,641.7582,348.9621,96.54457,371.5507,35.55556,33.04029,50.47619
2223,653.9683,345.7875,96.49573,368.1319,35.92186,33.87057,50.62271
2224,661.0501,334.5543,96.49573,360.3175,35.21368,35.18926,49.71917
2225,661.2943,338.2173,96.49573,354.9451,34.43223,35.16484,49.67033
2226,656.1661,344.5665,96.47131,353.7241,34.09035,34.8718,49.30403
2227,649.5727,349.4505,96.52015,357.1429,34.04151,34.55434,49.76801
2228,640.7814,356.2882,96.49573,361.5385,34.7497,33.79731,49.79243
2229,641.514,351.4042,96.52015,366.0562,34.35897,33.38217,49.89011
2230,647.8632,340.1709,96.49573,366.3004,34.92064,33.77289,49.74359
2231,646.8864,336.5079,96.49573,365.4457,34.23687,33.82173,49.67033
2232,648.1074,343.8339,96.47131,363.8584,35.04274,34.21245,50.15873
2233,648.1074,345.0549,96.49573,362.8816,35.14042,33.87057,50.28083
2234,652.9915,341.3919,96.49573,362.7595,35.89744,34.38339,50.52503
2235,660.0733,338.4615,96.47131,359.707,35.09158,35.06716,49.89011
2236,661.7827,342.3687,96.49573,356.8987,34.79854,34.79854,49.84127
2237,652.5031,335.5311,96.49573,355.1893,34.16361,34.6276,49.27961
2238,647.8632,347.0085,96.49573,357.5092,34.18803,34.40781,49.89011
2239,644.9328,354.3346,96.52015,362.2711,35.14042,33.52869,50.18315
2240,648.84,352.381,96.47131,364.8352,35.28694,32.94261,50.18315
2241,652.0147,341.6361,96.47131,363.9805,34.9939,34.52992,49.64591
2242,653.7241,344.8107,96.49573,360.8059,34.01709,34.21245,49.45055
2243,649.3284,348.4737,96.49573,359.5849,34.11477,34.57876,49.23077
2244,642.4908,347.7411,96.49573,362.8816,33.23565,33.79731,48.86447
2245,634.188,356.5324,96.49573,366.9109,34.13919,32.99145,49.59707
2246,638.3394,357.265,96.47131,370.8181,34.7497,32.91819,49.93895
2247,647.619,345.0549,96.49573,369.7192,35.26252,33.67521,49.86569
2248,650.5495,342.6129,96.52015,362.6374,34.01709,34.40781,49.05983
2249,652.9915,345.5433,96.47131,360.928,34.01709,34.16361,49.54823
2250,644.9328,356.7766,96.47131,360.5617,34.43223,33.67521,49.64591
2251,644.9328,353.1136,96.49573,363.0037,35.18926,33.65079,50.30525
2252,647.3748,343.5897,96.49573,364.3468,35.14042,33.87057,49.86569
2253,654.2125,347.0085,96.52015,363.37,34.60318,34.21245,49.76801
2254,655.6777,344.8107,96.47131,359.4628,34.31013,34.65202,49.18193
2255,645.6654,345.2991,96.47131,359.3407,33.40659,33.57753,49.01099
2256,642.4908,357.0208,96.49573,364.1026,33.65079,33.52869,48.88889
2257,634.6764,358.9744,96.47131,368.6203,32.89377,32.86935,48.62027
2258,628.083,361.4164,96.47131,373.138,33.50427,32.45421,49.08425
2259,632.4786,356.2882,96.54457,375.8242,33.55311,32.13675,49.37729
2260,635.8974,355.3114,96.49573,375.8242,34.82296,32.84493,49.89011
2261,649.0842,350.6716,96.47131,371.4286,34.94506,33.69963,49.74359
2262,652.7473,344.0781,96.49573,364.8352,34.79854,34.21245,49.76801
2263,650.0611,340.1709,96.47131,361.7827,34.04151,34.16361,49.03541
2264,643.4676,351.8926,96.49573,361.4164,33.84615,33.65079,49.49939
2265,638.3394,355.7998,96.47131,365.9341,34.65202,33.08913,49.74359
2266,641.7582,347.9853,96.47131,367.8877,35.14042,33.30891,50.42735
2267,650.7937,334.3101,96.49573,366.9109,35.45788,34.11477,49.98779
2268,659.5849,342.3687,96.47131,361.0501,34.70086,34.70086,49.81685
2269,652.7473,340.1709,96.47131,358.2418,35.18926,34.65202,49.93895
2270,650.0611,342.1245,96.47131,357.7534,34.60318,34.16361,49.64591
2271,645.9096,351.6484,96.49573,359.3407,34.8718,33.84615,49.59707
2272,645.6654,347.4969,96.49573,362.2711,33.94383,33.87057,49.30403
2273,645.6654,352.8694,96.47131,363.1258,34.55434,33.79731,49.52381
2274,644.6886,352.381,96.49573,363.9805,33.94383,33.94383,49.03541
2275,637.3626,351.8926,96.44689,365.0794,34.11477,33.23565,49.52381
2276,637.1184,349.2063,96.49573,367.1551,34.48107,33.13797,49.62149
2277,645.177,344.5665,96.49573,367.5214,34.72528,33.72405,49.81685
2278,653.9683,345.7875,96.44689,366.1783,34.45665,33.82173,49.15751
2279,650.7937,342.8571,96.49573,363.6142,33.69963,34.28571,49.32845
2280,643.4676,345.5433,96.44689,363.2479,34.09035,33.82173,49.08425
2281,641.7582,349.6948,96.47131,366.5446,33.60195,33.06471,49.37729
2282,637.6068,354.3346,96.47131,368.7424,34.33455,33.45543,49.47497
2283,637.1184,344.5665,96.47131,369.5971,34.13919,33.38217,49.54823
2284,642.0024,341.1477,96.44689,368.9866,34.55434,33.52869,49.57265
2285,647.1306,348.9621,96.47131,368.0098,33.89499,33.45543,49.08425
2286,645.4212,345.0549,96.47131,365.9341,34.21245,33.74847,49.30403
2287,642.0024,353.3578,96.49573,365.4457,33.99267,33.50427,49.20635
2288,642.735,358.486,96.49573,367.1551,34.5055,33.30891,49.62149
2289,645.4212,345.7875,96.44689,368.1319,34.11477,33.18681,49.15751
2290,643.7118,349.939,96.49573,367.7656,33.89499,33.65079,49.27961
2291,638.5836,348.7179,96.49573,367.7656,33.87057,33.62637,48.86447
2292,637.6068,352.6252,96.47131,368.3761,33.60195,33.26007,49.30403
2293,637.851,356.7766,96.47131,369.3529,34.45665,32.79609,49.59707
2294,641.7582,350.9158,96.47131,370.9402,34.84738,32.89377,50.10989
2295,649.5727,337.4847,96.47131,369.475,35.18926,33.67521,49.74359
2296,656.1661,343.5897,96.52015,362.8816,34.09035,34.70086,49.25519
2297,654.2125,344.0781,96.52015,359.2186,34.18803,34.55434,49.15751
2298,648.84,348.9621,96.49573,359.4628,33.55311,33.89499,49.10867
2299,638.0952,346.5201,96.42247,363.8584,34.48107,33.47985,49.74359
2300,644.2002,349.6948,96.47131,367.8877,34.38339,33.18681,49.47497
2301,643.4676,341.8803,96.47131,367.3993,34.6276,33.84615,49.67033
2302,649.0842,345.2991,96.47131,366.1783,34.21245,33.84615,49.08425
2303,648.1074,345.2991,96.44689,364.7131,33.89499,33.77289,49.30403
2304,643.956,353.3578,96.52015,364.2247,33.99267,33.57753,49.10867
2305,639.5604,352.6252,96.47131,366.7888,34.11477,32.82051,49.74359
2306,640.0488,347.4969,96.52015,367.3993,35.06716,32.99145,49.84127
2307,651.5263,345.0549,96.52015,366.1783,34.94506,33.99267,50.03663
2308,650.3053,351.4042,96.47131,363.9805,34.9939,34.06593,49.62149
2309,651.7705,340.1709,96.49573,362.0269,33.99267,34.5055,49.35287
2310,651.2821,350.9158,96.49573,361.6606,34.31013,34.48107,49.40171
2311,643.2234,353.3578,96.47131,362.7595,33.89499,33.72405,49.30403
2312,639.3162,351.6484,96.52015,366.4225,34.89622,32.91819,49.81685
2313,645.177,349.6948,96.44689,368.7424,34.65202,33.35775,49.69475
2314,649.8169,344.3223,96.47131,366.6667,35.26252,33.72405,49.96337
2315,653.4799,339.6825,96.49573,363.4921,34.92064,34.28571,49.59707
2316,656.1661,348.4737,96.52015,360.5617,34.94506,34.38339,50.06105
2317,649.0842,348.4737,96.47131,359.9512,35.18926,34.33455,49.81685
2318,650.7937,338.7057,96.52015,360.3175,35.31136,34.16361,50.25641
2319,659.3407,339.9267,96.49573,360.3175,35.28694,34.35897,49.86569
2320,655.1893,340.6593,96.49573,359.2186,34.60318,34.65202,49.62149
2321,653.9683,342.3687,96.52015,358.9744,34.09035,34.35897,48.84005
2322,641.514,350.6716,96.49573,360.3175,33.21123,33.62637,48.84005
2323,638.8278,356.044,96.47131,364.7131,33.89499,32.94261,49.23077
2324,639.072,355.3114,96.49573,369.1087,34.18803,33.16239,49.64591
2325,643.2234,347.4969,96.52015,369.3529,35.18926,33.13797,49.84127
2326,652.9915,339.9267,96.52015,365.3236,34.35897,34.18803,49.35287
2327,648.1074,346.7643,96.47131,360.4396,34.7497,34.52992,49.71917
2328,647.619,346.5201,96.47131,360.8059,34.70086,34.11477,49.52381
2329,648.3516,348.2295,96.49573,362.7595,34.9939,33.82173,50.10989
2330,651.0379,340.6593,96.52015,362.7595,35.43346,34.01709,49.96337
2331,656.4103,340.9035,96.49573,361.0501,35.33578,34.43223,50.06105
2332,657.3871,349.6948,96.49573,358.486,34.96948,35.21368,49.27961
2333,650.3053,348.7179,96.44689,357.9976,33.87057,34.35897,49.45055
2334,645.4212,347.2527,96.47131,359.9512,34.43223,33.99267,49.42613
2335,645.177,349.4505,96.52015,362.7595,34.43223,33.52869,49.69475
2336,646.6422,348.2295,96.49573,365.0794,34.9939,33.52869,49.81685
2337,654.7009,347.2527,96.47131,364.2247,34.70086,34.26129,49.49939
2338,652.2589,354.3346,96.44689,362.2711,34.60318,34.23687,49.25519
2339,647.3748,349.939,96.52015,362.149,33.74847,33.91941,49.01099
2340,640.5372,354.3346,96.47131,364.591,34.43223,33.38217,49.49939
2341,639.8046,350.9158,96.47131,367.2772,34.40781,33.45543,49.45055
2342,648.1074,349.6948,96.47131,366.6667,34.9939,33.43101,49.96337
2343,654.2125,341.8803,96.49573,364.2247,35.09158,34.21245,49.49939
2344,652.0147,341.3919,96.49573,361.2943,34.79854,33.94383,49.69475
2345,652.2589,341.3919,96.49573,360.6838,34.5055,34.13919,49.03541
2346,642.9792,348.2295,96.44689,361.0501,33.89499,33.87057,49.40171
2347,639.5604,348.2295,96.42247,364.2247,34.28571,33.13797,49.03541
2348,643.2234,351.8926,96.47131,367.8877,33.69963,33.40659,49.25519
2349,637.851,354.823,96.49573,368.8645,34.5055,33.23565,49.47497
2350,647.3748,353.3578,96.44689,369.3529,34.70086,33.21123,49.84127
2351,652.0147,348.4737,96.49573,366.5446,35.2381,34.01709,49.93895
2352,657.1429,340.9035,96.52015,363.0037,34.55434,34.38339,49.57265
2353,653.7241,343.5897,96.47131,360.4396,35.116,34.33455,49.81685
2354,651.7705,340.9035,96.47131,359.8291,34.84738,34.28571,49.52381
2355,647.8632,351.8926,96.49573,360.5617,34.84738,34.11477,49.47497
2356,647.619,342.1245,96.42247,361.7827,33.99267,34.13919,48.88889
2357,645.6654,348.4737,96.47131,362.8816,33.89499,33.67521,49.10867
2358,640.7814,347.9853,96.47131,365.6899,34.11477,33.11355,48.79121
2359,642.735,354.823,96.44689,367.5214,33.35775,32.45421,48.76679
2360,638.8278,347.2527,96.49573,369.1087,33.13797,32.91819,48.13187
2361,632.4786,359.2186,96.47131,370.696,32.38095,32.79609,48.42491
2362,625.641,361.4164,96.47131,375.3358,33.18681,32.33211,48.76679
2363,626.862,363.6142,96.47131,379.3651,33.38217,32.11233,49.13309
2364,637.3626,357.5092,96.52015,378.7546,34.04151,32.50305,48.93773
2365,641.2698,353.8462,96.44689,373.7485,33.50427,33.04029,48.93773
2366,636.63,353.8462,96.49573,371.1844,34.04151,33.04029,49.32845
2367,638.8278,355.7998,96.49573,370.2076,34.21245,32.96703,49.25519
2368,646.1538,355.7998,96.52015,369.9634,34.60318,33.04029,49.57265
2369,647.1306,345.5433,96.44689,367.1551,34.40781,34.11477,49.30403
2370,644.4444,340.4151,96.47131,366.1783,34.65202,33.77289,49.74359
2371,647.619,346.0317,96.44689,365.3236,34.79854,33.45543,49.42613
2372,652.0147,350.4274,96.44689,363.4921,34.31013,34.35897,49.59707
2373,650.3053,341.3919,96.44689,363.1258,34.28571,34.04151,49.08425
2374,641.0256,347.9853,96.52015,363.37,33.84615,33.40659,49.40171
2375,638.3394,355.3114,96.42247,366.7888,34.45665,32.82051,49.20635
2376,644.9328,351.16,96.49573,368.3761,33.84615,32.96703,49.25519
2377,639.8046,348.4737,96.47131,368.1319,34.28571,33.47985,49.25519
2378,642.0024,352.381,96.49573,368.4982,34.13919,33.45543,49.52381
2379,640.7814,354.823,96.52015,368.1319,35.14042,33.38217,49.96337
2380,650.3053,347.0085,96.44689,366.9109,35.18926,34.28571,50.10989
2381,655.1893,349.4505,96.49573,363.6142,35.79976,34.45665,50.15873
2382,662.0269,341.1477,96.52015,358.7302,35.04274,34.92064,49.47497
2383,659.8291,341.8803,96.49573,356.1661,34.5055,35.06716,49.54823
2384,653.2357,347.4969,96.49573,356.044,34.28571,34.70086,49.05983
2385,643.956,347.4969,96.49573,358.6081,34.11477,34.13919,49.79243
2386,642.2466,352.381,96.49573,365.5678,34.9939,33.65079,49.79243
2387,648.84,350.6716,96.49573,367.3993,35.18926,33.13797,50.23199
2388,652.7473,336.7521,96.44689,364.3468,35.50672,34.21245,49.84127
2389,658.3639,336.9963,96.47131,359.2186,34.84738,34.72528,49.89011
2390,658.6081,343.8339,96.47131,357.9976,35.2381,34.67644,49.69475
2391,655.4335,343.5897,96.44689,358.486,34.70086,33.94383,49.62149
2392,646.8864,343.8339,96.47131,358.8523,35.116,34.11477,49.86569
2393,653.2357,344.5665,96.49573,360.4396,34.84738,33.87057,49.54823
2394,650.5495,350.6716,96.49573,360.4396,34.96948,34.28571,49.67033
2395,653.7241,348.7179,96.44689,360.1954,34.60318,34.38339,49.23077
2396,646.398,349.2063,96.49573,360.5617,34.52992,33.89499,49.52381
2397,647.8632,355.5556,96.49573,363.4921,34.55434,33.67521,49.23077
2398,650.5495,355.7998,96.47131,364.4689,34.70086,33.62637,49.79243
2399,651.7705,343.8339,96.44689,364.2247,35.14042,33.40659,49.62149
2400,656.6545,340.1709,96.49573,362.2711,34.94506,34.45665,50.08547
2401,654.4567,343.5897,96.47131,360.928,35.50672,34.26129,49.89011
2402,655.4335,344.0781,96.49573,360.6838,35.28694,34.67644,50.10989
2403,658.3639,343.8339,96.47131,359.3407,35.4823,34.92064,49.71917
2404,655.6777,344.0781,96.52015,357.9976,34.60318,34.72528,49.54823
2405,654.4567,347.0085,96.49573,357.6313,35.09158,34.40781,49.62149
2406,647.8632,344.8107,96.52015,358.9744,34.55434,34.26129,49.67033
2407,649.0842,351.4042,96.52015,361.2943,35.18926,34.06593,49.84127
2408,653.7241,340.6593,96.47131,362.5153,34.84738,34.06593,49.45055
2409,652.0147,347.0085,96.49573,362.0269,34.8718,34.33455,49.54823
2410,651.0379,351.4042,96.47131,360.928,34.48107,34.13919,49.01099
2411,651.5263,345.0549,96.47131,361.6606,34.18803,33.82173,49.27961
2412,642.735,351.8926,96.47131,363.4921,34.09035,33.38217,49.08425
2413,642.9792,353.602,96.49573,365.6899,34.45665,33.38217,49.69475
2414,647.619,343.8339,96.47131,366.1783,35.04274,33.55311,49.45055
2415,650.7937,343.5897,96.47131,364.591,34.45665,34.33455,49.74359
2416,651.2821,350.6716,96.47131,362.6374,35.04274,34.52992,49.57265
2417,648.84,343.3455,96.49573,361.4164,34.57876,34.26129,49.62149
2418,643.7118,349.2063,96.49573,361.1722,34.79854,33.55311,49.25519
2419,648.3516,351.4042,96.49573,362.5153,34.09035,33.77289,49.25519
2420,645.6654,356.7766,96.49573,362.8816,34.82296,33.65079,49.64591
2421,648.1074,348.9621,96.47131,364.2247,34.94506,33.43101,49.74359
2422,652.9915,346.2759,96.52015,363.0037,35.14042,34.06593,49.54823
2423,654.9451,346.0317,96.49573,361.0501,34.48107,34.16361,49.05983
2424,650.3053,346.0317,96.49573,360.928,34.40781,34.16361,49.23077
2425,642.4908,355.0672,96.49573,361.7827,34.18803,33.84615,48.88889
2426,641.0256,353.602,96.47131,364.591,33.79731,33.21123,49.27961
2427,639.5604,354.0904,96.47131,367.1551,34.28571,33.43101,48.96215
2428,642.4908,354.5788,96.47131,369.1087,33.84615,33.16239,49.25519
2429,646.398,354.3346,96.49573,368.8645,34.40781,33.40659,48.98657
2430,645.6654,350.9158,96.44689,367.8877,33.89499,33.40659,49.42613
2431,642.9792,348.4737,96.47131,367.3993,34.7497,33.38217,49.54823
2432,647.619,344.3223,96.47131,367.1551,34.79854,34.45665,50.13431
2433,652.9915,341.3919,96.49573,364.7131,35.94628,34.01709,50.32967
2434,660.5617,332.3565,96.47131,360.6838,35.6044,34.94506,50.03663
2435,659.5849,334.3101,96.47131,355.1893,35.75092,35.21368,49.76801
2436,662.0269,333.8217,96.47131,355.0672,34.5055,35.04274,49.25519
2437,655.4335,339.6825,96.47131,355.1893,34.5055,35.116,49.30403
2438,649.3284,342.3687,96.47131,357.1429,34.04151,34.11477,48.96215
2439,641.0256,351.16,96.47131,361.9048,34.18803,33.77289,49.37729
2440,644.4444,350.6716,96.47131,366.3004,34.43223,33.30891,48.96215
2441,645.6654,350.9158,96.47131,366.6667,34.09035,33.47985,49.20635
2442,644.6886,345.2991,96.47131,366.7888,34.13919,33.52869,48.74237
2443,639.8046,353.602,96.47131,366.7888,33.62637,33.40659,49.13309
2444,638.0952,345.0549,96.49573,368.8645,34.40781,32.82051,48.98657
2445,643.4676,348.9621,96.47131,370.8181,34.09035,32.69841,49.08425
2446,643.2234,351.8926,96.47131,369.475,34.40781,33.26007,49.08425
2447,643.956,347.7411,96.49573,368.254,33.94383,33.65079,49.45055
2448,643.956,347.0085,96.47131,366.7888,35.14042,34.16361,49.98779
2449,652.0147,345.0549,96.47131,366.4225,35.45788,33.91941,49.96337
2450,660.0733,347.0085,96.47131,361.5385,35.75092,34.92064,50.01221
2451,660.8059,339.6825,96.47131,356.7766,35.33578,35.14042,49.49939
2452,659.0965,343.3455,96.47131,355.3114,34.6276,34.94506,49.49939
2453,646.398,346.5201,96.47131,355.5556,34.48107,34.45665,49.15751
2454,647.8632,350.1832,96.47131,359.2186,34.65202,33.96825,50.06105
2455,643.7118,345.2991,96.49573,361.4164,35.57998,34.26129,49.96337
2456,652.9915,343.5897,96.52015,362.149,35.18926,34.55434,49.84127
2457,649.8169,337.9731,96.49573,360.6838,34.84738,34.40781,49.03541
